project_id,resource_type,planned_allocation,actual_allocation,planned_hours,actual_hours,hourly_rate
ADV-0144,Business Analysts,10,8.042689151395336,20571.428571428572,18653.835089172266,174
ADV-0144,Data Scientists,12,11.296691880616219,24685.714285714286,29698.108431972654,70
ADV-0144,Project Managers,10,9.076208914968651,20571.428571428572,24451.24368703734,59
ADV-0144,Junior Developers,4,4.767574935638176,8228.57142857143,10586.243723715406,163
ADV-0144,QA Engineers,3,2.9411838031780126,6171.428571428572,7112.766705548028,111
ADV-0145,Project Managers,5,4.062349818223843,3771.4285714285716,4351.328744358595,125
ADV-0145,DevOps Engineers,3,2.5353563026398924,2262.857142857143,2307.0297987804993,106
ADV-0145,Senior Developers,7,7.843840299298182,5280.0,6053.967111070154,50
ADV-0145,QA Engineers,3,2.681380808139804,2262.857142857143,2190.799543119893,135
ADV-0145,UX/UI Designers,4,3.396204879964811,3017.1428571428573,3711.1966229331733,53
ADV-0146,Senior Developers,6,7.051329248529431,11691.428571428572,11672.299058738052,154
ADV-0146,Data Scientists,2,1.8666942704932503,3897.1428571428573,4055.2220623402536,194
ADV-0146,Project Managers,4,3.8969426528203344,7794.285714285715,8459.38995922799,83
ADV-0146,Junior Developers,1,1.0743505100345858,1948.5714285714287,2272.7390990169642,136
ADV-0146,UX/UI Designers,1,1.0438114039016253,1948.5714285714287,1802.3886074361944,128
ADV-0146,QA Engineers,2,1.9888460335221447,3897.1428571428573,3838.174820043354,66
ADV-0147,QA Engineers,4,3.368821834241922,7040.0,6384.580261532819,85
ADV-0147,Junior Developers,3,3.2756140963766898,5280.0,6733.600820970864,123
ADV-0147,UX/UI Designers,4,3.7961681657233277,7040.0,6475.775955413405,165
ADV-0147,DevOps Engineers,6,5.122776255589206,10560.0,11410.116096270782,137
ADV-0147,Project Managers,5,4.818450960383592,8800.0,11059.156673292597,114
ADV-0148,Project Managers,4,4.781219384229098,2422.8571428571427,2927.087454828078,191
ADV-0148,UX/UI Designers,1,1.12046860131813,605.7142857142857,498.9315926595686,187
ADV-0148,Business Analysts,3,2.63696830042282,1817.142857142857,1842.5053470849023,139
ADV-0148,QA Engineers,5,4.25088356890104,3028.5714285714284,3459.7993539656436,91
ADV-0148,Data Scientists,1,0.932406503797958,605.7142857142857,630.7691687786829,115
ADV-0149,UX/UI Designers,7,7.915059915786892,7200.0,6885.938618718538,103
ADV-0149,Senior Developers,1,1.1957362551358495,1028.5714285714287,1231.1451574776372,134
ADV-0149,Junior Developers,3,2.4346035923060465,3085.714285714286,3988.209059529394,172
ADV-0150,QA Engineers,3,2.4387879183913084,4680.0,5706.997683954312,147
ADV-0150,UX/UI Designers,1,1.0244604586687824,1560.0,1690.360391875251,135
ADV-0150,Data Scientists,7,7.324032949646483,10920.0,10431.750504907299,142
ADV-0150,Project Managers,9,10.35133654797804,14040.0,14069.121991074937,174
