project_id,milestone_name,milestone_type,planned_date,actual_date,status,importance_score
ADV-0102,Planning Complete - Software Development Project 102,Planning Complete,2024-05-09,2024-05-05,Completed,2
ADV-0102,Design Approved - Software Development Project 102,Design Approved,2024-10-05,2024-10-12,Completed,4
ADV-0102,Development Complete - Software Development Project 102,Development Complete,2025-03-03,2025-03-09,Completed,2
ADV-0102,Testing Complete - Software Development Project 102,Testing Complete,2025-07-30,2025-07-28,Completed,2
ADV-0103,Initiation - AI/ML Implementation Project 103,Initiation,2023-10-17,2023-10-19,Completed,1
ADV-0103,Planning Complete - AI/ML Implementation Project 103,Planning Complete,2024-05-21,2024-05-20,Completed,4
ADV-0103,Design Approved - AI/ML Implementation Project 103,Design Approved,2024-12-24,2025-01-05,Completed,3
ADV-0103,Development Complete - AI/ML Implementation Project 103,Development Complete,2025-07-30,2025-08-08,Completed,4
ADV-0104,Initiation - Digital Transformation Project 104,Initiation,2024-04-23,2024-04-26,Completed,1
ADV-0104,Planning Complete - Digital Transformation Project 104,Planning Complete,2024-07-09,2024-07-15,Completed,2
ADV-0104,Design Approved - Digital Transformation Project 104,Design Approved,2024-09-24,2024-09-28,Completed,3
ADV-0104,Development Complete - Digital Transformation Project 104,Development Complete,2024-12-10,2024-12-17,Completed,3
ADV-0104,Testing Complete - Digital Transformation Project 104,Testing Complete,2025-02-25,2025-03-02,Completed,5
ADV-0104,Deployment - Digital Transformation Project 104,Deployment,2025-05-13,2025-05-15,Completed,4
ADV-0104,Go-Live - Digital Transformation Project 104,Go-Live,2025-07-30,2025-08-08,Completed,4
ADV-0105,Initiation - Software Development Project 105,Initiation,2024-05-18,2024-05-23,Completed,3
ADV-0105,Planning Complete - Software Development Project 105,Planning Complete,2024-10-10,2024-10-05,Completed,1
ADV-0105,Design Approved - Software Development Project 105,Design Approved,2025-03-05,2025-03-14,Completed,4
ADV-0105,Development Complete - Software Development Project 105,Development Complete,2025-07-29,2025-07-29,Completed,4
ADV-0106,Initiation - Cloud Migration Project 106,Initiation,2024-03-12,2024-03-21,Completed,1
ADV-0106,Planning Complete - Cloud Migration Project 106,Planning Complete,2024-08-27,2024-09-04,Completed,2
ADV-0106,Design Approved - Cloud Migration Project 106,Design Approved,2025-02-11,2025-02-22,Completed,2
ADV-0106,Development Complete - Cloud Migration Project 106,Development Complete,2025-07-30,2025-07-29,Completed,4
ADV-0107,Initiation - Data Analytics Project 107,Initiation,2023-09-21,2023-10-05,Completed,1
ADV-0107,Planning Complete - Data Analytics Project 107,Planning Complete,2024-01-01,2024-01-06,Completed,1
ADV-0107,Design Approved - Data Analytics Project 107,Design Approved,2024-04-13,2024-04-25,Completed,3
ADV-0107,Development Complete - Data Analytics Project 107,Development Complete,2024-07-25,2024-07-21,Completed,5
ADV-0108,Initiation - AI/ML Implementation Project 108,Initiation,2024-05-16,2024-05-24,Completed,5
ADV-0108,Planning Complete - AI/ML Implementation Project 108,Planning Complete,2024-10-09,2024-10-09,Completed,2
ADV-0108,Design Approved - AI/ML Implementation Project 108,Design Approved,2025-03-05,2025-03-13,Completed,2
ADV-0108,Development Complete - AI/ML Implementation Project 108,Development Complete,2025-07-30,2025-08-07,Completed,5
ADV-0109,Initiation - Data Analytics Project 109,Initiation,2023-11-14,2023-11-11,Completed,5
ADV-0109,Planning Complete - Data Analytics Project 109,Planning Complete,2024-04-18,2024-04-20,Completed,4
ADV-0109,Design Approved - Data Analytics Project 109,Design Approved,2024-09-21,2024-09-28,Completed,3
ADV-0109,Development Complete - Data Analytics Project 109,Development Complete,2025-02-24,2025-03-02,Completed,1
ADV-0109,Testing Complete - Data Analytics Project 109,Testing Complete,2025-07-30,2025-08-10,Completed,3
ADV-0110,Initiation - Data Analytics Project 110,Initiation,2024-06-28,2024-07-05,Completed,2
ADV-0110,Planning Complete - Data Analytics Project 110,Planning Complete,2024-10-04,2024-10-09,Completed,4
ADV-0110,Design Approved - Data Analytics Project 110,Design Approved,2025-01-11,2025-01-17,Completed,1
ADV-0110,Development Complete - Data Analytics Project 110,Development Complete,2025-04-20,2025-04-30,Completed,4
ADV-0110,Testing Complete - Data Analytics Project 110,Testing Complete,2025-07-28,2025-07-25,Completed,4
ADV-0111,Initiation - Software Development Project 111,Initiation,2024-07-02,2024-07-12,Completed,3
ADV-0111,Planning Complete - Software Development Project 111,Planning Complete,2024-09-05,2024-09-11,Completed,3
ADV-0111,Design Approved - Software Development Project 111,Design Approved,2024-11-09,2024-11-08,Completed,1
ADV-0111,Development Complete - Software Development Project 111,Development Complete,2025-01-14,2025-01-26,Completed,3
ADV-0111,Testing Complete - Software Development Project 111,Testing Complete,2025-03-20,2025-03-20,Completed,2
ADV-0111,Deployment - Software Development Project 111,Deployment,2025-05-24,2025-05-24,Completed,4
ADV-0111,Go-Live - Software Development Project 111,Go-Live,2025-07-29,2025-08-04,Completed,3
ADV-0112,Initiation - Data Analytics Project 112,Initiation,2023-06-29,2023-06-25,Completed,1
ADV-0112,Planning Complete - Data Analytics Project 112,Planning Complete,2023-11-03,2023-11-08,Completed,3
ADV-0112,Design Approved - Data Analytics Project 112,Design Approved,2024-03-09,2024-03-19,Completed,2
ADV-0112,Development Complete - Data Analytics Project 112,Development Complete,2024-07-14,2024-07-10,Completed,5
ADV-0112,Testing Complete - Data Analytics Project 112,Testing Complete,2024-11-18,2024-11-22,Completed,4
ADV-0112,Deployment - Data Analytics Project 112,Deployment,2025-03-25,2025-04-03,Completed,1
ADV-0112,Go-Live - Data Analytics Project 112,Go-Live,2025-07-30,2025-08-04,Completed,1
ADV-0113,Initiation - Cloud Migration Project 113,Initiation,2023-09-26,2023-10-10,Completed,2
ADV-0113,Planning Complete - Cloud Migration Project 113,Planning Complete,2024-01-16,2024-01-22,Completed,1
ADV-0113,Design Approved - Cloud Migration Project 113,Design Approved,2024-05-07,2024-05-06,Completed,2
ADV-0113,Development Complete - Cloud Migration Project 113,Development Complete,2024-08-27,2024-08-25,Completed,5
ADV-0113,Testing Complete - Cloud Migration Project 113,Testing Complete,2024-12-17,2024-12-21,Completed,3
ADV-0113,Deployment - Cloud Migration Project 113,Deployment,2025-04-08,2025-04-12,Completed,4
ADV-0113,Go-Live - Cloud Migration Project 113,Go-Live,2025-07-30,2025-08-01,Completed,2
ADV-0114,Initiation - Data Analytics Project 114,Initiation,2023-06-17,2023-06-19,Completed,3
ADV-0114,Planning Complete - Data Analytics Project 114,Planning Complete,2023-10-06,2023-10-05,Completed,3
ADV-0114,Design Approved - Data Analytics Project 114,Design Approved,2024-01-26,2024-01-23,Completed,4
ADV-0114,Development Complete - Data Analytics Project 114,Development Complete,2024-05-17,2024-05-24,Completed,5
ADV-0114,Testing Complete - Data Analytics Project 114,Testing Complete,2024-09-06,2024-09-10,Completed,4
ADV-0115,Initiation - Software Development Project 115,Initiation,2023-11-09,2023-11-12,Completed,3
ADV-0115,Planning Complete - Software Development Project 115,Planning Complete,2024-02-21,2024-02-17,Completed,3
ADV-0115,Design Approved - Software Development Project 115,Design Approved,2024-06-05,2024-05-31,Completed,1
ADV-0115,Development Complete - Software Development Project 115,Development Complete,2024-09-18,2024-09-19,Completed,1
ADV-0115,Testing Complete - Software Development Project 115,Testing Complete,2025-01-01,2024-12-29,Completed,4
ADV-0115,Deployment - Software Development Project 115,Deployment,2025-04-16,2025-04-30,Completed,5
ADV-0115,Go-Live - Software Development Project 115,Go-Live,2025-07-30,2025-07-27,Completed,3
ADV-0116,Initiation - Cloud Migration Project 116,Initiation,2023-12-23,2024-01-03,Completed,3
ADV-0116,Planning Complete - Cloud Migration Project 116,Planning Complete,2024-07-04,2024-07-12,Completed,1
ADV-0116,Design Approved - Cloud Migration Project 116,Design Approved,2025-01-15,2025-01-27,Completed,5
ADV-0116,Development Complete - Cloud Migration Project 116,Development Complete,2025-07-29,2025-08-12,Completed,5
ADV-0117,Initiation - Digital Transformation Project 117,Initiation,2023-10-16,2023-10-30,Completed,5
ADV-0117,Planning Complete - Digital Transformation Project 117,Planning Complete,2024-03-27,2024-04-08,Completed,4
ADV-0117,Design Approved - Digital Transformation Project 117,Design Approved,2024-09-06,2024-09-01,Completed,2
ADV-0117,Development Complete - Digital Transformation Project 117,Development Complete,2025-02-16,2025-02-11,Completed,2
ADV-0117,Testing Complete - Digital Transformation Project 117,Testing Complete,2025-07-30,2025-08-06,Completed,4
ADV-0118,Initiation - Data Analytics Project 118,Initiation,2023-07-04,2023-07-18,Completed,2
ADV-0118,Planning Complete - Data Analytics Project 118,Planning Complete,2023-11-07,2023-11-12,Completed,1
ADV-0118,Design Approved - Data Analytics Project 118,Design Approved,2024-03-12,2024-03-15,Completed,5
ADV-0118,Development Complete - Data Analytics Project 118,Development Complete,2024-07-16,2024-07-11,Completed,1
ADV-0118,Testing Complete - Data Analytics Project 118,Testing Complete,2024-11-19,2024-11-15,Completed,5
ADV-0118,Deployment - Data Analytics Project 118,Deployment,2025-03-25,2025-03-28,Completed,5
ADV-0118,Go-Live - Data Analytics Project 118,Go-Live,2025-07-30,2025-07-28,Completed,5
ADV-0119,Initiation - Software Development Project 119,Initiation,2023-09-17,2023-09-22,Completed,3
ADV-0119,Planning Complete - Software Development Project 119,Planning Complete,2024-05-01,2024-04-28,Completed,4
ADV-0119,Design Approved - Software Development Project 119,Design Approved,2024-12-14,2024-12-27,Completed,3
ADV-0119,Development Complete - Software Development Project 119,Development Complete,2025-07-30,2025-08-06,Completed,4
ADV-0120,Initiation - Digital Transformation Project 120,Initiation,2024-03-17,2024-03-18,Completed,2
ADV-0120,Planning Complete - Digital Transformation Project 120,Planning Complete,2024-06-08,2024-06-10,Completed,5
ADV-0120,Design Approved - Digital Transformation Project 120,Design Approved,2024-08-30,2024-09-07,Completed,4
ADV-0120,Development Complete - Digital Transformation Project 120,Development Complete,2024-11-22,2024-11-26,Completed,4
ADV-0120,Testing Complete - Digital Transformation Project 120,Testing Complete,2025-02-13,2025-02-22,Completed,2
ADV-0120,Deployment - Digital Transformation Project 120,Deployment,2025-05-07,2025-05-21,Completed,5
ADV-0120,Go-Live - Digital Transformation Project 120,Go-Live,2025-07-30,2025-08-01,Completed,1
ADV-0121,Initiation - Digital Transformation Project 121,Initiation,2024-06-02,2024-06-12,Completed,3
ADV-0121,Planning Complete - Digital Transformation Project 121,Planning Complete,2024-08-25,2024-09-04,Completed,4
ADV-0121,Design Approved - Digital Transformation Project 121,Design Approved,2024-11-17,2024-11-25,Completed,1
ADV-0121,Development Complete - Digital Transformation Project 121,Development Complete,2025-02-10,2025-02-08,Completed,2
ADV-0121,Testing Complete - Digital Transformation Project 121,Testing Complete,2025-05-05,2025-05-14,Completed,3
ADV-0121,Deployment - Digital Transformation Project 121,Deployment,2025-07-29,2025-07-28,Completed,1
ADV-0122,Initiation - AI/ML Implementation Project 122,Initiation,2023-11-09,2023-11-06,Completed,3
ADV-0122,Planning Complete - AI/ML Implementation Project 122,Planning Complete,2024-02-21,2024-02-23,Completed,5
ADV-0122,Design Approved - AI/ML Implementation Project 122,Design Approved,2024-06-05,2024-06-03,Completed,2
ADV-0122,Development Complete - AI/ML Implementation Project 122,Development Complete,2024-09-18,2024-09-22,Completed,4
ADV-0122,Testing Complete - AI/ML Implementation Project 122,Testing Complete,2025-01-01,2024-12-29,Completed,2
ADV-0122,Deployment - AI/ML Implementation Project 122,Deployment,2025-04-16,2025-04-27,Completed,5
ADV-0122,Go-Live - AI/ML Implementation Project 122,Go-Live,2025-07-30,2025-08-13,Completed,5
ADV-0123,Initiation - Cloud Migration Project 123,Initiation,2023-09-17,2023-09-16,Completed,5
ADV-0123,Planning Complete - Cloud Migration Project 123,Planning Complete,2024-01-31,2024-02-03,Completed,1
ADV-0123,Design Approved - Cloud Migration Project 123,Design Approved,2024-06-15,2024-06-15,Completed,5
ADV-0123,Development Complete - Cloud Migration Project 123,Development Complete,2024-10-29,2024-11-02,Completed,5
ADV-0123,Testing Complete - Cloud Migration Project 123,Testing Complete,2025-03-14,2025-03-28,Completed,3
ADV-0123,Deployment - Cloud Migration Project 123,Deployment,2025-07-29,2025-08-11,Completed,4
ADV-0124,Initiation - Data Analytics Project 124,Initiation,2024-05-01,2024-05-07,Completed,3
ADV-0124,Planning Complete - Data Analytics Project 124,Planning Complete,2024-07-15,2024-07-13,Completed,1
ADV-0124,Design Approved - Data Analytics Project 124,Design Approved,2024-09-29,2024-09-28,Completed,5
ADV-0124,Development Complete - Data Analytics Project 124,Development Complete,2024-12-14,2024-12-26,Completed,5
ADV-0124,Testing Complete - Data Analytics Project 124,Testing Complete,2025-02-28,2025-03-10,Completed,3
ADV-0124,Deployment - Data Analytics Project 124,Deployment,2025-05-15,2025-05-28,Completed,1
ADV-0124,Go-Live - Data Analytics Project 124,Go-Live,2025-07-30,2025-08-09,Completed,3
ADV-0125,Initiation - Software Development Project 125,Initiation,2024-02-11,2024-02-20,Completed,4
ADV-0125,Planning Complete - Software Development Project 125,Planning Complete,2024-05-10,2024-05-11,Completed,5
ADV-0125,Design Approved - Software Development Project 125,Design Approved,2024-08-07,2024-08-09,Completed,1
ADV-0125,Development Complete - Software Development Project 125,Development Complete,2024-11-04,2024-11-14,Completed,3
ADV-0125,Testing Complete - Software Development Project 125,Testing Complete,2025-02-01,2025-02-05,Completed,2
ADV-0125,Deployment - Software Development Project 125,Deployment,2025-05-01,2025-04-27,Completed,1
ADV-0125,Go-Live - Software Development Project 125,Go-Live,2025-07-29,2025-08-09,Completed,3
ADV-0126,Initiation - AI/ML Implementation Project 126,Initiation,2023-12-20,2023-12-24,Completed,1
ADV-0126,Planning Complete - AI/ML Implementation Project 126,Planning Complete,2024-05-15,2024-05-26,Completed,4
ADV-0126,Design Approved - AI/ML Implementation Project 126,Design Approved,2024-10-09,2024-10-19,Completed,4
ADV-0126,Development Complete - AI/ML Implementation Project 126,Development Complete,2025-03-05,2025-03-14,Completed,1
ADV-0126,Testing Complete - AI/ML Implementation Project 126,Testing Complete,2025-07-30,2025-07-29,Completed,1
ADV-0127,Initiation - Cloud Migration Project 127,Initiation,2024-04-25,2024-04-20,Completed,1
ADV-0127,Planning Complete - Cloud Migration Project 127,Planning Complete,2024-08-18,2024-08-31,Completed,4
ADV-0127,Design Approved - Cloud Migration Project 127,Design Approved,2024-12-11,2024-12-22,Completed,1
ADV-0127,Development Complete - Cloud Migration Project 127,Development Complete,2025-04-05,2025-04-01,Completed,3
ADV-0127,Testing Complete - Cloud Migration Project 127,Testing Complete,2025-07-29,2025-07-29,Completed,1
ADV-0128,Initiation - AI/ML Implementation Project 128,Initiation,2024-01-21,2024-01-30,Completed,2
ADV-0128,Planning Complete - AI/ML Implementation Project 128,Planning Complete,2024-05-11,2024-05-12,Completed,5
ADV-0128,Design Approved - AI/ML Implementation Project 128,Design Approved,2024-08-30,2024-09-10,Completed,2
ADV-0128,Development Complete - AI/ML Implementation Project 128,Development Complete,2024-12-19,2024-12-22,Completed,5
ADV-0128,Testing Complete - AI/ML Implementation Project 128,Testing Complete,2025-04-09,2025-04-12,Completed,5
ADV-0128,Deployment - AI/ML Implementation Project 128,Deployment,2025-07-29,2025-07-29,Completed,4
ADV-0129,Initiation - Cloud Migration Project 129,Initiation,2023-08-13,2023-08-27,Completed,5
ADV-0129,Planning Complete - Cloud Migration Project 129,Planning Complete,2024-02-08,2024-02-05,Completed,1
ADV-0129,Design Approved - Cloud Migration Project 129,Design Approved,2024-08-05,2024-08-16,Completed,4
ADV-0129,Development Complete - Cloud Migration Project 129,Development Complete,2025-01-31,2025-02-10,Completed,5
ADV-0129,Testing Complete - Cloud Migration Project 129,Testing Complete,2025-07-30,2025-07-25,Completed,1
ADV-0130,Initiation - Cloud Migration Project 130,Initiation,2023-10-14,2023-10-11,Completed,2
ADV-0130,Planning Complete - Cloud Migration Project 130,Planning Complete,2024-05-19,2024-05-28,Completed,4
ADV-0130,Design Approved - Cloud Migration Project 130,Design Approved,2024-12-23,2024-12-21,Completed,2
ADV-0130,Development Complete - Cloud Migration Project 130,Development Complete,2025-07-30,2025-08-10,Completed,3
ADV-0131,Initiation - Data Analytics Project 131,Initiation,2023-08-11,2023-08-16,Completed,4
ADV-0131,Planning Complete - Data Analytics Project 131,Planning Complete,2023-10-26,2023-10-23,Completed,2
ADV-0131,Design Approved - Data Analytics Project 131,Design Approved,2024-01-10,2024-01-05,Completed,2
ADV-0131,Development Complete - Data Analytics Project 131,Development Complete,2024-03-27,2024-03-25,Completed,3
ADV-0132,Initiation - Cloud Migration Project 132,Initiation,2023-10-05,2023-10-18,Completed,1
ADV-0132,Planning Complete - Cloud Migration Project 132,Planning Complete,2024-02-14,2024-02-09,Completed,1
ADV-0132,Design Approved - Cloud Migration Project 132,Design Approved,2024-06-26,2024-06-28,Completed,3
ADV-0132,Development Complete - Cloud Migration Project 132,Development Complete,2024-11-05,2024-10-31,Completed,5
ADV-0132,Testing Complete - Cloud Migration Project 132,Testing Complete,2025-03-18,2025-03-28,Completed,5
ADV-0132,Deployment - Cloud Migration Project 132,Deployment,2025-07-29,2025-08-08,Completed,3
ADV-0133,Initiation - AI/ML Implementation Project 133,Initiation,2024-06-16,2024-06-29,Completed,4
ADV-0133,Planning Complete - AI/ML Implementation Project 133,Planning Complete,2024-10-30,2024-11-09,Completed,3
ADV-0133,Design Approved - AI/ML Implementation Project 133,Design Approved,2025-03-15,2025-03-20,Completed,2
ADV-0133,Development Complete - AI/ML Implementation Project 133,Development Complete,2025-07-30,2025-08-13,Completed,4
ADV-0134,Initiation - Cloud Migration Project 134,Initiation,2024-03-14,2024-03-20,Completed,2
ADV-0134,Planning Complete - Cloud Migration Project 134,Planning Complete,2024-08-28,2024-09-10,Completed,1
ADV-0134,Design Approved - Cloud Migration Project 134,Design Approved,2025-02-12,2025-02-11,Completed,3
ADV-0134,Development Complete - Cloud Migration Project 134,Development Complete,2025-07-30,2025-08-11,Completed,3
ADV-0135,Initiation - Data Analytics Project 135,Initiation,2024-03-02,2024-03-15,Completed,2
ADV-0135,Planning Complete - Data Analytics Project 135,Planning Complete,2024-03-12,2024-03-26,Completed,4
ADV-0135,Design Approved - Data Analytics Project 135,Design Approved,2024-03-22,2024-03-17,Completed,1
ADV-0135,Development Complete - Data Analytics Project 135,Development Complete,2024-04-01,2024-04-07,Completed,5
ADV-0135,Testing Complete - Data Analytics Project 135,Testing Complete,2024-04-11,2024-04-16,Completed,5
ADV-0135,Deployment - Data Analytics Project 135,Deployment,2024-04-21,2024-04-27,Completed,1
ADV-0135,Go-Live - Data Analytics Project 135,Go-Live,2024-05-01,2024-05-01,Completed,1
ADV-0136,Initiation - Data Analytics Project 136,Initiation,2023-10-13,2023-10-12,Completed,1
ADV-0136,Planning Complete - Data Analytics Project 136,Planning Complete,2024-03-24,2024-04-01,Completed,5
ADV-0136,Design Approved - Data Analytics Project 136,Design Approved,2024-09-04,2024-08-30,Completed,2
ADV-0136,Development Complete - Data Analytics Project 136,Development Complete,2025-02-15,2025-02-25,Completed,1
ADV-0136,Testing Complete - Data Analytics Project 136,Testing Complete,2025-07-29,2025-08-11,Completed,5
ADV-0137,Initiation - AI/ML Implementation Project 137,Initiation,2024-06-17,2024-06-13,Completed,4
ADV-0137,Planning Complete - AI/ML Implementation Project 137,Planning Complete,2024-10-31,2024-10-26,Completed,5
ADV-0137,Design Approved - AI/ML Implementation Project 137,Design Approved,2025-03-16,2025-03-30,Completed,3
ADV-0137,Development Complete - AI/ML Implementation Project 137,Development Complete,2025-07-30,2025-08-13,Completed,5
ADV-0138,Initiation - Digital Transformation Project 138,Initiation,2024-03-26,2024-04-07,Completed,2
ADV-0138,Planning Complete - Digital Transformation Project 138,Planning Complete,2024-09-05,2024-09-08,Completed,1
ADV-0138,Design Approved - Digital Transformation Project 138,Design Approved,2025-02-16,2025-02-18,Completed,2
ADV-0138,Development Complete - Digital Transformation Project 138,Development Complete,2025-07-30,2025-08-03,Completed,1
ADV-0139,Initiation - Digital Transformation Project 139,Initiation,2024-01-06,2024-01-02,Completed,2
ADV-0139,Planning Complete - Digital Transformation Project 139,Planning Complete,2024-05-27,2024-05-26,Completed,4
ADV-0139,Design Approved - Digital Transformation Project 139,Design Approved,2024-10-17,2024-10-20,Completed,5
ADV-0139,Development Complete - Digital Transformation Project 139,Development Complete,2025-03-08,2025-03-20,Completed,2
ADV-0139,Testing Complete - Digital Transformation Project 139,Testing Complete,2025-07-29,2025-08-12,Completed,1
ADV-0140,Initiation - Cloud Migration Project 140,Initiation,2024-03-25,2024-04-05,Completed,3
ADV-0140,Planning Complete - Cloud Migration Project 140,Planning Complete,2024-04-29,2024-05-10,Completed,4
ADV-0140,Design Approved - Cloud Migration Project 140,Design Approved,2024-06-03,2024-06-04,Completed,3
ADV-0140,Development Complete - Cloud Migration Project 140,Development Complete,2024-07-08,2024-07-05,Completed,2
ADV-0141,Initiation - Software Development Project 141,Initiation,2023-12-22,2023-12-18,Completed,1
ADV-0141,Planning Complete - Software Development Project 141,Planning Complete,2024-01-22,2024-01-19,Completed,2
ADV-0141,Design Approved - Software Development Project 141,Design Approved,2024-02-22,2024-02-26,Completed,2
ADV-0141,Development Complete - Software Development Project 141,Development Complete,2024-03-24,2024-03-29,Completed,3
ADV-0142,Initiation - Cloud Migration Project 142,Initiation,2023-12-03,2023-12-12,Completed,4
ADV-0142,Planning Complete - Cloud Migration Project 142,Planning Complete,2024-05-02,2024-05-05,Completed,4
ADV-0142,Design Approved - Cloud Migration Project 142,Design Approved,2024-09-30,2024-10-06,Completed,3
ADV-0142,Development Complete - Cloud Migration Project 142,Development Complete,2025-02-28,2025-03-14,Completed,3
ADV-0142,Testing Complete - Cloud Migration Project 142,Testing Complete,2025-07-30,2025-08-08,Completed,2
ADV-0143,Initiation - AI/ML Implementation Project 143,Initiation,2023-09-21,2023-09-17,Completed,3
ADV-0143,Planning Complete - AI/ML Implementation Project 143,Planning Complete,2024-01-12,2024-01-12,Completed,3
ADV-0143,Design Approved - AI/ML Implementation Project 143,Design Approved,2024-05-04,2024-05-08,Completed,1
ADV-0143,Development Complete - AI/ML Implementation Project 143,Development Complete,2024-08-25,2024-08-20,Completed,1
ADV-0143,Testing Complete - AI/ML Implementation Project 143,Testing Complete,2024-12-16,2024-12-14,Completed,3
ADV-0143,Deployment - AI/ML Implementation Project 143,Deployment,2025-04-08,2025-04-04,Completed,5
ADV-0143,Go-Live - AI/ML Implementation Project 143,Go-Live,2025-07-30,2025-07-28,Completed,1
ADV-0144,Initiation - AI/ML Implementation Project 144,Initiation,2023-08-10,2023-08-23,Completed,2
ADV-0144,Planning Complete - AI/ML Implementation Project 144,Planning Complete,2023-12-08,2023-12-12,Completed,5
ADV-0144,Design Approved - AI/ML Implementation Project 144,Design Approved,2024-04-06,2024-04-15,Completed,3
ADV-0144,Development Complete - AI/ML Implementation Project 144,Development Complete,2024-08-04,2024-08-17,Completed,5
ADV-0145,Initiation - AI/ML Implementation Project 145,Initiation,2024-02-16,2024-02-14,Completed,2
ADV-0145,Planning Complete - AI/ML Implementation Project 145,Planning Complete,2024-03-20,2024-03-27,Completed,4
ADV-0145,Design Approved - AI/ML Implementation Project 145,Design Approved,2024-04-22,2024-04-17,Completed,1
ADV-0145,Development Complete - AI/ML Implementation Project 145,Development Complete,2024-05-25,2024-06-01,Completed,4
ADV-0145,Testing Complete - AI/ML Implementation Project 145,Testing Complete,2024-06-27,2024-06-28,Completed,1
ADV-0146,Initiation - AI/ML Implementation Project 146,Initiation,2024-02-08,2024-02-11,Completed,4
ADV-0146,Planning Complete - AI/ML Implementation Project 146,Planning Complete,2024-08-05,2024-08-18,Completed,1
ADV-0146,Design Approved - AI/ML Implementation Project 146,Design Approved,2025-01-31,2025-02-04,Completed,4
ADV-0146,Development Complete - AI/ML Implementation Project 146,Development Complete,2025-07-29,2025-08-01,Completed,5
ADV-0147,Initiation - AI/ML Implementation Project 147,Initiation,2023-07-17,2023-07-25,Completed,2
ADV-0147,Planning Complete - AI/ML Implementation Project 147,Planning Complete,2023-10-27,2023-10-27,Completed,1
ADV-0147,Design Approved - AI/ML Implementation Project 147,Design Approved,2024-02-07,2024-02-11,Completed,2
ADV-0147,Development Complete - AI/ML Implementation Project 147,Development Complete,2024-05-20,2024-06-01,Completed,3
ADV-0148,Initiation - Data Analytics Project 148,Initiation,2024-06-21,2024-07-05,Completed,3
ADV-0148,Planning Complete - Data Analytics Project 148,Planning Complete,2024-07-08,2024-07-17,Completed,4
ADV-0148,Design Approved - Data Analytics Project 148,Design Approved,2024-07-26,2024-07-29,Completed,3
ADV-0148,Development Complete - Data Analytics Project 148,Development Complete,2024-08-13,2024-08-26,Completed,4
ADV-0148,Testing Complete - Data Analytics Project 148,Testing Complete,2024-08-30,2024-09-10,Completed,3
ADV-0148,Deployment - Data Analytics Project 148,Deployment,2024-09-17,2024-09-20,Completed,2
ADV-0148,Go-Live - Data Analytics Project 148,Go-Live,2024-10-05,2024-10-17,Completed,4
ADV-0149,Initiation - Digital Transformation Project 149,Initiation,2023-06-25,2023-07-02,Completed,1
ADV-0149,Planning Complete - Digital Transformation Project 149,Planning Complete,2023-11-25,2023-12-04,Completed,4
ADV-0149,Design Approved - Digital Transformation Project 149,Design Approved,2024-04-26,2024-05-05,Completed,1
ADV-0149,Development Complete - Digital Transformation Project 149,Development Complete,2024-09-26,2024-10-04,Completed,5
ADV-0149,Testing Complete - Digital Transformation Project 149,Testing Complete,2025-02-26,2025-03-03,Completed,2
ADV-0149,Deployment - Digital Transformation Project 149,Deployment,2025-07-30,2025-08-01,Completed,3
ADV-0150,Initiation - AI/ML Implementation Project 150,Initiation,2023-07-27,2023-08-08,Completed,3
ADV-0150,Planning Complete - AI/ML Implementation Project 150,Planning Complete,2023-12-20,2023-12-15,Completed,3
ADV-0150,Design Approved - AI/ML Implementation Project 150,Design Approved,2024-05-15,2024-05-25,Completed,2
ADV-0150,Development Complete - AI/ML Implementation Project 150,Development Complete,2024-10-09,2024-10-19,Completed,2
ADV-0150,Testing Complete - AI/ML Implementation Project 150,Testing Complete,2025-03-05,2025-03-17,Completed,3
ADV-0150,Deployment - AI/ML Implementation Project 150,Deployment,2025-07-30,2025-07-28,Completed,3
